Frequency(Hz),Transmission Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
26008224,-23.66,-149.49,1212.5,0.00,-773.5,1438.2,0.0
26008320,-23.77,-149.47,1229.1,0.00,-783.9,1457.8,0.0
26008416,-23.86,-149.54,1244.8,0.00,-790.8,1474.7,0.0
26008512,-24.01,-149.64,1268.8,0.00,-801.8,1500.9,0.0
26008608,-24.13,-149.63,1287.8,0.00,-813.4,1523.1,0.0
26008704,-24.23,-149.78,1305.4,0.00,-818.7,1540.9,0.0
26008800,-24.34,-149.94,1326.2,0.00,-825.5,1562.1,0.0
26008896,-24.41,-149.85,1336.8,0.00,-834.6,1575.9,0.0
26008992,-24.55,-149.96,1360.9,0.00,-844.8,1601.7,0.0
26009088,-24.67,-149.93,1381.8,0.00,-857.9,1626.5,0.0
26009184,-24.78,-149.95,1401.1,0.00,-868.4,1648.4,0.0
26009280,-24.88,-150.13,1420.6,0.00,-873.3,1667.6,0.0
26009376,-24.96,-150.07,1433.7,0.00,-883.0,1683.8,0.0
26009472,-25.06,-150.11,1452.0,0.00,-892.0,1704.2,0.0
26009568,-25.23,-150.36,1487.0,0.00,-903.2,1739.8,0.0
26009664,-25.31,-150.28,1501.4,0.00,-914.1,1757.8,0.0
26009760,-25.38,-150.35,1515.1,0.00,-919.3,1772.2,0.0
26009856,-25.51,-150.32,1537.5,0.00,-933.3,1798.6,0.0
26009952,-25.60,-150.29,1556.0,0.00,-944.8,1820.3,0.0
26010048,-25.74,-150.37,1583.3,0.00,-957.4,1850.3,0.0
26010144,-25.90,-150.79,1621.1,0.00,-962.1,1885.1,0.0
26010240,-25.91,-150.63,1621.6,0.00,-968.7,1888.8,0.0
26010336,-26.01,-150.44,1636.7,0.00,-984.9,1910.2,0.0
26010432,-26.15,-150.91,1674.9,0.00,-987.5,1944.4,0.0
26010528,-26.24,-150.89,1691.2,0.00,-997.2,1963.3,0.0
26010624,-26.31,-150.95,1707.2,0.00,-1003.8,1980.4,0.0
26010720,-26.38,-150.86,1720.4,0.00,-1014.9,1997.4,0.0
26010816,-26.52,-150.78,1749.2,0.00,-1034.3,2032.1,0.0
26010912,-26.65,-150.94,1778.8,0.00,-1043.9,2062.5,0.0
26011008,-26.72,-151.26,1801.4,0.00,-1042.5,2081.3,0.0
26011104,-26.79,-150.92,1809.9,0.00,-1062.3,2098.6,0.0
26011200,-26.94,-151.03,1845.2,0.00,-1077.0,2136.5,0.0
26011296,-27.03,-150.83,1862.6,0.00,-1095.4,2160.8,0.0
26011392,-27.08,-150.65,1869.4,0.00,-1107.6,2172.9,0.0
26011488,-27.23,-150.96,1909.6,0.00,-1115.6,2211.6,0.0
26011584,-27.33,-151.12,1936.6,0.00,-1123.4,2238.8,0.0
26011680,-27.40,-150.86,1948.3,0.00,-1141.7,2258.2,0.0
26011776,-27.50,-151.32,1980.1,0.00,-1137.8,2283.7,0.0
26011872,-27.64,-151.05,2008.3,0.00,-1166.4,2322.5,0.0
26011968,-27.66,-151.22,2016.9,0.00,-1162.9,2328.1,0.0
26012064,-27.82,-151.34,2058.6,0.00,-1180.0,2372.8,0.0
26012160,-27.88,-151.18,2070.3,0.00,-1194.2,2390.0,0.0
26012256,-28.00,-151.17,2101.4,0.00,-1211.8,2425.7,0.0
26012352,-28.05,-151.10,2111.9,0.00,-1221.2,2439.5,0.0
26012448,-28.13,-151.31,2137.7,0.00,-1224.8,2463.7,0.0
26012544,-28.25,-151.65,2174.4,0.00,-1227.2,2496.8,0.0
26012640,-28.33,-151.35,2188.8,0.00,-1250.2,2520.7,0.0
26012736,-28.47,-151.61,2233.6,0.00,-1261.2,2565.1,0.0
26012832,-28.60,-151.73,2270.9,0.00,-1275.0,2604.4,0.0
26012928,-28.62,-151.29,2266.4,0.00,-1296.2,2610.9,0.0
26013024,-28.75,-151.52,2308.4,0.00,-1306.6,2652.5,0.0
26013120,-28.77,-151.41,2310.0,0.00,-1313.5,2657.3,0.0
26013216,-28.95,-151.57,2364.0,0.00,-1333.9,2714.4,0.0
26013312,-29.00,-151.28,2370.4,0.00,-1353.7,2729.7,0.0
26013408,-29.10,-151.36,2402.8,0.00,-1367.1,2764.5,0.0
26013504,-29.15,-151.68,2423.0,0.00,-1359.8,2778.5,0.0
26013600,-29.29,-151.76,2467.0,0.00,-1378.8,2826.1,0.0
26013696,-29.37,-151.61,2486.6,0.00,-1398.1,2852.7,0.0
26013792,-29.53,-151.78,2539.7,0.00,-1416.6,2908.1,0.0
26013888,-29.63,-151.66,2568.8,0.00,-1439.3,2944.5,0.0
26013984,-29.57,-151.14,2537.0,0.00,-1453.4,2923.8,0.0
26014080,-29.79,-151.74,2617.3,0.00,-1460.6,2997.3,0.0
26014176,-29.82,-151.33,2617.3,0.00,-1485.7,3009.6,0.0
26014272,-29.85,-151.64,2633.8,0.00,-1475.6,3019.0,0.0
26014368,-30.03,-151.82,2695.5,0.00,-1498.0,3083.8,0.0
26014464,-30.02,-151.81,2692.6,0.00,-1496.6,3080.6,0.0
26014560,-30.11,-151.57,2716.9,0.00,-1524.9,3115.6,0.0
26014656,-30.26,-151.68,2767.2,0.00,-1545.0,3169.3,0.0
26014752,-30.32,-151.54,2785.0,0.00,-1563.6,3193.9,0.0
26014848,-30.36,-151.88,2807.3,0.00,-1553.6,3208.5,0.0
26014944,-30.50,-151.99,2856.8,0.00,-1572.8,3261.1,0.0
26015040,-30.55,-151.74,2868.1,0.00,-1595.2,3281.9,0.0
26015136,-30.74,-151.65,2929.0,0.00,-1634.0,3354.0,0.0
26015232,-30.73,-151.99,2938.2,0.00,-1616.4,3353.5,0.0
26015328,-30.77,-151.31,2932.4,0.00,-1659.7,3369.5,0.0
26015424,-30.86,-151.61,2970.1,0.00,-1659.0,3402.0,0.0
26015520,-31.03,-151.23,3022.1,0.00,-1714.4,3474.6,0.0
26015616,-31.13,-151.95,3076.8,0.00,-1693.0,3511.8,0.0
26015712,-31.21,-151.91,3107.5,0.00,-1712.2,3548.0,0.0
26015808,-31.30,-151.74,3133.6,0.00,-1738.4,3583.5,0.0
26015904,-31.28,-151.63,3125.6,0.00,-1741.6,3578.1,0.0
26016000,-31.32,-151.70,3142.4,0.00,-1745.7,3594.7,0.0
26016096,-31.38,-151.67,3162.7,0.00,-1758.9,3619.0,0.0
26016192,-31.60,-151.28,3233.4,0.00,-1826.7,3713.7,0.0
26016288,-31.62,-151.37,3244.5,0.00,-1825.6,3722.9,0.0
26016384,-31.78,-151.48,3311.7,0.00,-1853.7,3795.2,0.0
26016480,-31.75,-151.75,3309.2,0.00,-1831.6,3782.2,0.0
26016576,-31.99,-151.56,3396.3,0.00,-1893.3,3888.4,0.0
26016672,-32.02,-151.82,3418.8,0.00,-1885.3,3904.1,0.0
26016768,-31.99,-151.93,3408.6,0.00,-1871.2,3888.4,0.0
26016864,-32.09,-151.36,3431.4,0.00,-1928.8,3936.4,0.0
26016960,-32.27,-151.83,3518.7,0.00,-1938.2,4017.2,0.0
26017056,-32.31,-151.67,3533.4,0.00,-1958.4,4039.9,0.0
26017152,-32.36,-151.33,3539.8,0.00,-1990.6,4061.1,0.0
26017248,-32.46,-151.83,3599.7,0.00,-1981.1,4108.8,0.0
26017344,-32.61,-152.11,3675.6,0.00,-1998.5,4183.8,0.0
26017440,-32.66,-151.62,3680.9,0.00,-2042.7,4209.7,0.0
26017536,-32.74,-151.74,3719.6,0.00,-2053.0,4248.5,0.0
26017632,-32.81,-151.60,3745.8,0.00,-2079.8,4284.4,0.0
26017728,-32.85,-151.65,3763.2,0.00,-2084.5,4302.0,0.0
26017824,-32.85,-151.90,3773.3,0.00,-2068.1,4302.9,0.0
26017920,-32.93,-151.69,3799.2,0.00,-2100.7,4341.3,0.0
26018016,-33.05,-151.70,3854.6,0.00,-2129.2,4403.6,0.0
26018112,-33.16,-151.69,3908.1,0.00,-2158.9,4464.7,0.0
26018208,-33.20,-151.79,3926.5,0.00,-2160.3,4481.6,0.0
26018304,-33.28,-151.95,3972.0,0.00,-2169.6,4525.9,0.0
26018400,-33.39,-151.69,4013.2,0.00,-2215.6,4584.2,0.0
26018496,-33.43,-151.58,4026.8,0.00,-2233.2,4604.6,0.0
26018592,-33.54,-152.06,4098.3,0.00,-2226.8,4664.2,0.0
26018688,-33.70,-151.91,4169.0,0.00,-2278.4,4751.0,0.0
26018784,-33.69,-152.47,4190.5,0.00,-2236.7,4750.1,0.0
26018880,-33.73,-151.67,4176.7,0.00,-2306.0,4771.0,0.0
26018976,-33.88,-151.31,4236.2,0.00,-2373.1,4855.6,0.0
26019072,-33.97,-152.37,4327.0,0.00,-2317.2,4908.4,0.0
26019168,-33.94,-151.60,4276.7,0.00,-2366.6,4887.8,0.0
26019264,-33.97,-151.38,4283.8,0.00,-2391.7,4906.3,0.0
26019360,-34.03,-151.74,4331.3,0.00,-2382.2,4943.1,0.0
26019456,-34.23,-151.87,4438.3,0.00,-2426.4,5058.2,0.0
26019552,-34.24,-152.41,4465.8,0.00,-2385.6,5063.1,0.0
26019648,-34.32,-152.10,4495.7,0.00,-2433.2,5111.9,0.0
26019744,-34.41,-152.15,4546.6,0.00,-2455.3,5167.2,0.0
26019840,-34.44,-151.75,4541.7,0.00,-2494.5,5181.7,0.0
26019936,-34.48,-151.81,4569.8,0.00,-2503.3,5210.6,0.0
26020032,-34.68,-152.70,4715.0,0.00,-2485.0,5329.8,0.0
26020128,-34.70,-151.31,4663.0,0.00,-2606.6,5342.1,0.0
26020224,-34.64,-151.83,4653.9,0.00,-2545.8,5304.7,0.0
26020320,-34.79,-152.02,4748.0,0.00,-2575.6,5401.6,0.0
26020416,-34.83,-151.92,4766.4,0.00,-2596.7,5427.8,0.0
26020512,-34.96,-152.71,4873.1,0.00,-2565.9,5507.3,0.0
26020608,-35.09,-152.26,4931.6,0.00,-2646.5,5596.8,0.0
26020704,-35.05,-152.13,4900.3,0.00,-2644.4,5568.3,0.0
26020800,-35.33,-151.90,5055.0,0.00,-2752.2,5755.7,0.0
26020896,-35.35,-152.07,5074.9,0.00,-2743.4,5768.9,0.0
26020992,-35.34,-152.32,5077.2,0.00,-2715.5,5757.8,0.0
26021088,-35.50,-151.70,5142.0,0.00,-2822.8,5865.8,0.0
26021184,-35.54,-152.22,5197.3,0.00,-2790.7,5899.1,0.0
26021280,-35.59,-152.88,5257.0,0.00,-2743.8,5930.0,0.0
26021376,-35.60,-151.81,5213.6,0.00,-2847.6,5940.6,0.0
26021472,-35.76,-152.48,5344.9,0.00,-2836.9,6051.1,0.0
26021568,-35.90,-152.62,5440.2,0.00,-2869.9,6150.8,0.0
26021664,-36.01,-152.79,5518.9,0.00,-2888.9,6229.3,0.0
26021760,-36.04,-152.56,5527.3,0.00,-2922.2,6252.2,0.0
26021856,-36.16,-153.14,5631.5,0.00,-2902.2,6335.4,0.0
26021952,-36.04,-151.80,5483.4,0.00,-2993.3,6247.3,0.0
26022048,-36.23,-151.92,5615.4,0.00,-3049.1,6389.8,0.0
26022144,-36.40,-152.54,5765.1,0.00,-3047.8,6521.2,0.0
26022240,-36.43,-152.92,5803.0,0.00,-3018.5,6541.1,0.0
26022336,-36.53,-152.17,5830.4,0.00,-3130.9,6617.8,0.0
26022432,-36.51,-152.60,5843.3,0.00,-3081.3,6606.0,0.0
26022528,-36.71,-152.22,5954.2,0.00,-3190.0,6754.9,0.0
26022624,-36.60,-152.56,5899.6,0.00,-3115.6,6671.7,0.0
26022720,-36.81,-152.15,6026.5,0.00,-3237.4,6841.0,0.0
26022816,-36.77,-152.42,6012.1,0.00,-3192.5,6807.2,0.0
26022912,-36.90,-153.25,6149.7,0.00,-3149.9,6909.4,0.0
26023008,-36.96,-152.32,6137.1,0.00,-3272.0,6954.9,0.0
26023104,-37.22,-152.29,6325.4,0.00,-3375.4,7169.6,0.0
26023200,-37.28,-151.80,6344.4,0.00,-3454.9,7224.1,0.0
26023296,-37.29,-151.91,6357.6,0.00,-3446.9,7231.9,0.0
26023392,-37.38,-152.81,6481.7,0.00,-3381.3,7310.6,0.0
26023488,-37.40,-152.74,6493.7,0.00,-3396.9,7328.5,0.0
26023584,-37.48,-151.61,6480.2,0.00,-3557.1,7392.3,0.0
26023680,-37.59,-152.02,6594.2,0.00,-3557.1,7492.4,0.0
26023776,-37.70,-152.78,6720.1,0.00,-3507.6,7580.4,0.0
26023872,-37.64,-152.41,6656.7,0.00,-3530.1,7534.8,0.0
26023968,-37.86,-153.34,6889.0,0.00,-3508.5,7731.0,0.0
26024064,-38.09,-152.20,7001.2,0.00,-3743.3,7939.1,0.0
26024160,-38.00,-151.64,6887.5,0.00,-3771.4,7852.5,0.0
26024256,-38.00,-151.87,6906.7,0.00,-3745.2,7856.8,0.0
26024352,-38.19,-151.54,7038.9,0.00,-3869.3,8032.3,0.0
26024448,-38.26,-152.46,7156.3,0.00,-3783.2,8094.8,0.0
26024544,-38.24,-152.79,7161.1,0.00,-3733.5,8075.9,0.0
26024640,-38.53,-152.24,7370.1,0.00,-3931.8,8353.3,0.0
26024736,-38.58,-152.25,7417.0,0.00,-3954.7,8405.5,0.0
26024832,-38.68,-152.58,7526.2,0.00,-3956.7,8502.9,0.0
26024928,-38.51,-152.59,7382.0,0.00,-3879.7,8339.4,0.0
26025024,-38.93,-153.01,7781.6,0.00,-4013.7,8755.8,0.0
26025120,-38.96,-152.18,7744.8,0.00,-4140.3,8782.0,0.0
26025216,-38.95,-152.76,7781.7,0.00,-4056.9,8775.8,0.0
26025312,-38.94,-151.91,7707.1,0.00,-4167.3,8761.7,0.0
26025408,-39.09,-153.35,7947.5,0.00,-4039.4,8915.2,0.0
26025504,-39.07,-151.46,7790.5,0.00,-4292.1,8894.6,0.0
26025600,-39.10,-152.13,7874.1,0.00,-4216.2,8931.9,0.0
26025696,-39.45,-152.88,8254.0,0.00,-4279.3,9297.4,0.0
26025792,-39.54,-152.93,8346.1,0.00,-4317.1,9396.5,0.0
26025888,-39.52,-152.22,8272.9,0.00,-4411.2,9375.5,0.0
26025984,-39.51,-152.52,8281.8,0.00,-4360.1,9359.5,0.0
26026080,-39.84,-153.59,8690.6,0.00,-4365.1,9725.2,0.0
26026176,-39.69,-152.96,8494.7,0.00,-4387.4,9560.8,0.0
26026272,-39.71,-152.01,8442.6,0.00,-4540.1,9585.9,0.0
26026368,-39.77,-153.31,8600.8,0.00,-4374.6,9649.5,0.0
26026464,-39.81,-153.24,8640.4,0.00,-4408.2,9699.9,0.0
26026560,-39.83,-151.87,8544.6,0.00,-4621.6,9714.4,0.0
26026656,-40.00,-152.85,8794.3,0.00,-4560.3,9906.4,0.0
26026752,-39.99,-153.26,8819.1,0.00,-4492.9,9897.6,0.0
26026848,-40.21,-152.57,8988.7,0.00,-4716.2,10150.8,0.0
26026944,-40.63,-152.14,9406.5,0.00,-5024.5,10664.3,0.0
26027040,-40.55,-151.91,9295.6,0.00,-5015.7,10562.5,0.0
26027136,-40.39,-151.46,9089.7,0.00,-4997.2,10372.8,0.0
26027232,-40.55,-153.83,9457.4,0.00,-4697.6,10559.9,0.0
26027328,-40.52,-152.84,9343.3,0.00,-4843.9,10524.2,0.0
26027424,-40.77,-150.43,9403.0,0.00,-5391.9,10839.2,0.0
26027520,-40.58,-152.57,9385.6,0.00,-4922.5,10598.1,0.0
26027616,-41.12,-151.12,9855.5,0.00,-5492.3,11282.5,0.0
26027712,-41.01,-152.35,9847.0,0.00,-5211.8,11141.2,0.0
26027808,-41.31,-152.30,10192.8,0.00,-5403.2,11536.3,0.0
26027904,-41.25,-152.26,10119.3,0.00,-5375.0,11458.2,0.0
26028000,-41.09,-152.65,9970.9,0.00,-5209.0,11249.5,0.0
26028096,-41.29,-152.07,10151.4,0.00,-5435.7,11515.1,0.0
26028192,-41.52,-151.00,10320.5,0.00,-5777.1,11827.4,0.0
26028288,-41.55,-153.49,10600.8,0.00,-5338.7,11869.2,0.0
26028384,-41.59,-152.73,10577.4,0.00,-5503.8,11923.6,0.0
26028480,-41.55,-151.04,10360.5,0.00,-5789.6,11868.5,0.0
26028576,-41.77,-150.99,10616.7,0.00,-5943.2,12167.0,0.0
26028672,-42.10,-152.43,11183.6,0.00,-5891.0,12640.3,0.0
26028768,-41.74,-152.53,10740.3,0.00,-5635.3,12128.9,0.0
26028864,-41.78,-151.67,10698.6,0.00,-5821.1,12179.7,0.0
26028960,-41.99,-151.38,10935.4,0.00,-6022.0,12483.8,0.0
26029056,-42.11,-151.83,11144.1,0.00,-6021.4,12666.8,0.0
26029152,-42.51,-150.84,11560.2,0.00,-6506.1,13265.3,0.0
26029248,-42.60,-150.98,11702.4,0.00,-6547.3,13409.5,0.0
26029344,-42.44,-148.89,11232.9,0.00,-6839.8,13151.5,0.0
26029440,-42.45,-152.17,11628.1,0.00,-6192.0,13174.0,0.0
26029536,-42.51,-151.03,11577.7,0.00,-6465.9,13260.9,0.0
26029632,-43.01,-149.73,12109.8,0.00,-7127.5,14051.7,0.0
26029728,-42.94,-151.31,12200.4,0.00,-6731.0,13934.0,0.0
26029824,-43.14,-149.89,12318.9,0.00,-7202.3,14269.9,0.0
26029920,-43.10,-151.97,12507.2,0.00,-6711.2,14194.0,0.0
26030016,-43.32,-150.52,12661.1,0.00,-7214.7,14572.4,0.0
26030112,-42.90,-150.04,12003.1,0.00,-6976.6,13883.3,0.0
26030208,-43.29,-150.92,12665.0,0.00,-7098.0,14518.4,0.0
26030304,-43.10,-148.57,12096.8,0.00,-7455.1,14209.5,0.0
26030400,-43.47,-150.31,12850.1,0.00,-7382.9,14820.0,0.0
26030496,-43.85,-151.31,13561.0,0.00,-7475.6,15485.0,0.0
26030592,-44.10,-151.65,14007.1,0.00,-7612.1,15941.9,0.0
26030688,-43.59,-149.40,12913.8,0.00,-7696.0,15033.1,0.0
26030784,-43.98,-150.59,13682.7,0.00,-7768.6,15734.3,0.0
26030880,-43.91,-148.74,13305.7,0.00,-8136.4,15596.3,0.0
26030976,-44.07,-150.53,13814.2,0.00,-7863.8,15895.7,0.0
26031072,-43.84,-149.02,13233.9,0.00,-8005.1,15466.7,0.0
26031168,-44.11,-149.38,13710.7,0.00,-8175.4,15963.1,0.0
26031264,-44.09,-149.72,13726.0,0.00,-8071.8,15923.5,0.0
26031360,-44.33,-148.39,13915.1,0.00,-8625.7,16371.7,0.0
26031456,-44.49,-149.79,14386.3,0.00,-8434.0,16676.2,0.0
26031552,-44.63,-149.55,14588.6,0.00,-8633.8,16952.0,0.0
26031648,-44.71,-150.76,14902.0,0.00,-8396.7,17104.8,0.0
26031744,-45.06,-148.18,15119.0,0.00,-9441.7,17825.0,0.0
26031840,-44.92,-147.37,14729.8,0.00,-9496.6,17525.8,0.0
26031936,-44.61,-151.15,14797.0,0.00,-8205.1,16919.7,0.0
26032032,-45.29,-149.35,15715.0,0.00,-9370.1,18296.5,0.0
26032128,-44.86,-146.04,14417.1,0.00,-9777.7,17420.0,0.0
26032224,-45.38,-148.67,15776.4,0.00,-9663.2,18500.6,0.0
26032320,-45.45,-148.17,15804.0,0.00,-9873.6,18634.7,0.0
26032416,-45.80,-151.37,17016.1,0.00,-9344.6,19413.1,0.0
26032512,-45.95,-150.04,17091.1,0.00,-9910.4,19756.6,0.0
26032608,-46.02,-150.09,17230.7,0.00,-9970.0,19907.3,0.0
26032704,-45.61,-150.09,16441.6,0.00,-9514.6,18996.2,0.0
26032800,-45.66,-150.99,16680.3,0.00,-9305.7,19100.5,0.0
26032896,-46.59,-150.63,18520.7,0.00,-10478.0,21279.2,0.0
26032992,-46.48,-149.27,18024.7,0.00,-10775.6,21000.1,0.0
26033088,-46.54,-148.26,17948.1,0.00,-11163.0,21136.3,0.0
26033184,-46.69,-150.04,18614.9,0.00,-10788.6,21515.3,0.0
26033280,-46.69,-149.41,18499.6,0.00,-10995.1,21520.4,0.0
26033376,-46.82,-149.06,18710.5,0.00,-11276.0,21845.7,0.0
26033472,-46.93,-151.12,19356.9,0.00,-10731.5,22132.6,0.0
26033568,-46.80,-147.98,18456.3,0.00,-11606.4,21802.4,0.0
26033664,-47.28,-149.51,19815.9,0.00,-11726.8,23025.8,0.0
26033760,-47.79,-152.07,21571.8,0.00,-11488.8,24440.5,0.0
26033856,-47.63,-153.97,21526.9,0.00,-10560.1,23977.6,0.0
26033952,-47.25,-151.87,20208.2,0.00,-10858.5,22940.8,0.0
26034048,-47.97,-154.00,22399.7,0.00,-10973.6,24943.3,0.0
26034144,-47.76,-151.06,21284.4,0.00,-11825.7,24348.9,0.0
26034240,-47.53,-152.20,20949.1,0.00,-11098.6,23707.5,0.0
26034336,-47.92,-150.31,21529.5,0.00,-12333.2,24811.8,0.0
26034432,-48.34,-154.57,23480.2,0.00,-11210.0,26018.9,0.0
26034528,-49.06,-151.69,24880.8,0.00,-13456.9,28286.8,0.0
26034624,-47.65,-148.76,20536.1,0.00,-12517.9,24050.6,0.0
26034720,-48.75,-150.49,23727.4,0.00,-13487.5,27292.9,0.0
26034816,-48.46,-151.81,23255.7,0.00,-12516.3,26410.0,0.0
26034912,-48.65,-152.17,23832.3,0.00,-12633.1,26973.6,0.0
26035008,-48.63,-155.43,24463.9,0.00,-11232.7,26919.4,0.0
26035104,-49.28,-156.18,26514.2,0.00,-11750.6,29001.4,0.0
26035200,-49.71,-155.05,27614.3,0.00,-12894.3,30476.5,0.0
26035296,-49.37,-151.79,25824.5,0.00,-13905.0,29330.1,0.0
26035392,-49.71,-153.39,27229.9,0.00,-13693.5,30479.2,0.0
26035488,-49.63,-151.77,26606.7,0.00,-14339.3,30224.7,0.0
26035584,-50.14,-150.49,27863.6,0.00,-15826.9,32044.8,0.0
26035680,-50.27,-154.08,29235.0,0.00,-14257.5,32526.3,0.0
26035776,-49.98,-148.74,26863.2,0.00,-16370.2,31458.2,0.0
26035872,-50.70,-152.53,30326.1,0.00,-15821.6,34205.2,0.0
26035968,-50.36,-152.00,29015.5,0.00,-15483.0,32888.0,0.0
26036064,-50.51,-146.55,27864.1,0.00,-18475.0,33432.5,0.0
26036160,-50.59,-148.65,28799.1,0.00,-17606.4,33754.6,0.0
26036256,-50.74,-152.41,30431.1,0.00,-15957.2,34361.1,0.0
26036352,-50.72,-149.27,29446.5,0.00,-17567.8,34288.9,0.0
26036448,-51.42,-153.03,33089.6,0.00,-16885.9,37149.1,0.0
26036544,-51.34,-147.86,31144.6,0.00,-19627.7,36813.5,0.0
26036640,-51.26,-148.84,31173.9,0.00,-18910.9,36461.4,0.0
26036736,-51.48,-147.18,31410.8,0.00,-20326.3,37413.8,0.0
26036832,-51.34,-144.77,30024.5,0.00,-21270.3,36795.3,0.0
26036928,-52.31,-147.25,34600.6,0.00,-22319.1,41174.5,0.0
26037024,-51.89,-147.74,33128.7,0.00,-20977.6,39211.9,0.0
26037120,-52.05,-139.48,30339.7,0.00,-26019.1,39968.7,0.0
26037216,-52.55,-148.53,36064.0,0.00,-22138.5,42316.9,0.0
26037312,-52.06,-146.43,33291.4,0.00,-22162.9,39993.9,0.0
26037408,-52.50,-143.14,33646.8,0.00,-25299.2,42096.9,0.0
26037504,-52.78,-137.94,32237.7,0.00,-29183.1,43484.7,0.0
26037600,-53.28,-142.79,36649.0,0.00,-27906.2,46064.1,0.0
26037696,-53.31,-141.39,36081.7,0.00,-28893.4,46224.6,0.0
26037792,-52.60,-141.24,33145.6,0.00,-26696.1,42559.5,0.0
26037888,-54.23,-144.12,41607.7,0.00,-30174.1,51397.2,0.0
26037984,-54.22,-144.97,41982.8,0.00,-29503.0,51312.6,0.0
26038080,-54.19,-139.56,38888.3,0.00,-33228.9,51151.4,0.0
26038176,-53.77,-138.01,36176.7,0.00,-32654.4,48734.6,0.0
26038272,-53.65,-143.02,38369.0,0.00,-28969.1,48076.9,0.0
26038368,-54.08,-141.18,39330.4,0.00,-31720.7,50528.1,0.0
26038464,-54.39,-143.08,41821.4,0.00,-31499.2,52356.8,0.0
26038560,-53.73,-138.25,36146.3,0.00,-32350.9,48509.1,0.0
26038656,-54.63,-146.78,44957.6,0.00,-29511.4,53778.3,0.0
26038752,-55.56,-141.79,47038.3,0.00,-37101.9,59909.5,0.0
26038848,-55.98,-145.34,51700.6,0.00,-35811.3,62892.0,0.0
26038944,-56.21,-139.49,49040.8,0.00,-41984.4,64557.6,0.0
26039040,-56.34,-146.88,54826.2,0.00,-35839.4,65500.9,0.0
26039136,-56.57,-134.64,47224.7,0.00,-47919.3,67278.8,0.0
26039232,-55.48,-136.64,43085.6,0.00,-40780.2,59324.5,0.0
26039328,-55.17,-143.15,45792.3,0.00,-34395.5,57271.2,0.0
26039424,-55.46,-137.45,43594.2,0.00,-40111.9,59240.3,0.0
26039520,-56.36,-144.98,53782.3,0.00,-37753.9,65710.7,0.0
26039616,-56.49,-131.25,43896.2,0.00,-50170.4,66662.9,0.0
26039712,-57.65,-131.88,50807.1,0.00,-56778.4,76191.5,0.0
26039808,-56.72,-134.01,47535.3,0.00,-49316.2,68495.9,0.0
26039904,-57.26,-133.72,50293.6,0.00,-52697.4,72845.5,0.0
26040000,-57.68,-136.32,55277.9,0.00,-52879.4,76497.5,0.0
26040096,-55.26,-123.11,31551.3,0.00,-48537.6,57891.1,0.0
26040192,-56.93,-136.76,51090.1,0.00,-48133.2,70192.6,0.0
26040288,-57.75,-126.94,46296.6,0.00,-61695.2,77134.1,0.0
26040384,-58.13,-138.82,60591.8,0.00,-53099.0,80565.9,0.0
26040480,-58.83,-128.11,53852.2,0.00,-68779.0,87353.4,0.0
26040576,-59.23,-138.78,68701.6,0.00,-60271.1,91392.1,0.0
26040672,-59.35,-128.64,57825.5,0.00,-72454.7,92701.0,0.0
26040768,-60.26,-122.33,55002.9,0.00,-87064.8,02983.4,0.0
26040864,-59.92,-125.76,57774.6,0.00,-80359.0,98972.1,0.0
26040960,-59.39,-124.00,52037.5,0.00,-77307.7,93190.1,0.0
26041056,-58.02,-124.24,44676.9,0.00,-65794.4,79529.4,0.0
26041152,-62.00,-134.99,88872.3,0.00,-88998.3,25773.5,0.0
26041248,-59.99,-139.60,75938.8,0.00,-64710.0,99770.1,0.0
26041344,-61.56,-129.25,75654.5,0.00,-92727.5,19674.5,0.0
26041440,-62.39,-115.99,57582.9,0.00,-18306.6,31576.0,0.0
26041536,-64.09,-116.61,71600.9,0.00,-43091.1,60005.5,0.0
26041632,-61.81,-119.20,60002.1,0.00,-07521.3,23130.4,0.0
26041728,-64.20,-113.50,64552.0,0.00,-48677.7,62086.5,0.0
26041824,-64.27,-115.15,69393.0,0.00,-48037.4,63494.5,0.0
26041920,-67.59,-111.96,89536.6,0.00,-22325.5,39677.7,0.0
26042016,-66.08,-88.66,4625.6,0.00,01281.9,01335.0,0.0
26042112,-65.16,-107.88,55471.5,0.00,-72294.8,81004.4,0.0
26042208,-62.89,-96.43,15523.8,0.00,-38629.2,39495.7,0.0
26042304,-65.97,-76.06,47780.5,0.00,92888.7,98718.4,0.0
26042400,-66.45,-77.43,45624.7,0.00,05146.2,10158.4,0.0
26042496,-65.05,-58.59,93114.6,0.00,52668.8,78824.2,0.0
26042592,-65.73,-90.28,857.2,0.00,-93501.5,93503.4,0.0
26042688,-66.09,-96.84,23915.2,0.00,-00107.3,01531.3,0.0
26042784,-69.43,-99.56,49047.6,0.00,-91906.2,95998.1,0.0
26042880,-68.84,-80.81,44053.8,0.00,73028.4,76559.6,0.0
26042976,-65.13,-78.73,35191.4,0.00,77081.5,80544.4,0.0
26043072,-65.51,-55.97,05409.6,0.00,56236.8,88470.5,0.0
26043168,-68.03,-33.34,10520.8,0.00,38577.3,52037.1,0.0
26043264,-69.32,-45.51,04869.6,0.00,08659.2,92421.3,0.0
26043360,-68.87,-21.45,58347.4,0.00,01526.8,77580.8,0.0
26043456,-65.77,18.88,83817.1,0.00,-62887.2,94276.9,0.0
